"SECTOR_OID","SECTOR","BUSINSS_ACT_ID","ACTIVITY_TITLE"
"1000148","Petroleum and fuel products wholesale","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000154","Seafood wholesale","1150","Operate as a fish seller or buyer"
"1000154","Seafood wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000159","Alcoholic drink wholesale","241","Put an advertising board on the pavement or verge"
"1000321","Independent financial advice","1096","Work as an Actuary"
"1000329","Arbitration and conciliation services","1053","Offer professional legal services"
"1000371","Computer training","266","Make copies of newspaper cuttings for business use"
"1000404","Book publishing","1003","Offer credit to your customers"
"1000405","Newspaper publishing","266","Make copies of newspaper cuttings for business use"
"1000415","Licensed nightclubs","165","Use premises to host marriage or civil partnership ceremonies"
"1000415","Licensed nightclubs","31","Exhibit films, videos or DVDs"
"1000421","Take-away food stalls","226","Sell alcoholic drinks"
"1000428","Dentistry","299","Use X-ray equipment"
"1000428","Dentistry","1001","Process personal information about any individuals including customers, employees etc"
"1000461","Saunas and steam rooms","1000","Play background music in your premises"
"1000464","Slimming centres","241","Put an advertising board on the pavement or verge"
"1000491","Amusement arcade operation","1133","Offer amusements with prizes"
"1000491","Amusement arcade operation","1002","Use CCTV systems"
"1000492","Theme park operation","1002","Use CCTV systems"
"1000496","Sports clubs","1052","Carry out diving activities"
"1000496","Sports clubs","1001","Process personal information about any individuals including customers, employees etc"
"1000503","Casino operation","1058","Hold an ad hoc event"
"1000504","Betting shop operation","1001","Process personal information about any individuals including customers, employees etc"
"1000244","Building materials and supplies retail","81","Lease or hire out goods"
"1000248","Electric appliance retail","316","Hire out televisions, video recorders or other TV receiving equipment"
"1000248","Electric appliance retail","162","Run a market stall"
"1000250","Audio-visual equipment retail","1003","Offer credit to your customers"
"1000251","Audio-visual equipment repair","241","Put an advertising board on the pavement or verge"
"1000251","Audio-visual equipment repair","1002","Use CCTV systems"
"1000252","Audio-visual equipment hire","316","Hire out televisions, video recorders or other TV receiving equipment"
"1000255","Telecommunication equipment retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000257","New motor vehicle retail","337","Employ young people aged 13 - 16"
"1000257","New motor vehicle retail","285","Carry out MOT testing"
"1000257","New motor vehicle retail","241","Put an advertising board on the pavement or verge"
"1000257","New motor vehicle retail","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000257","New motor vehicle retail","70","Operate a goods vehicle"
"1000258","Used motor vehicle retail","387","Professionally import vehicles for the UK market"
"1000258","Used motor vehicle retail","230","Operate a motor salvage business or process end-of-life vehicles"
"1000258","Used motor vehicle retail","1003","Offer credit to your customers"
"1000259","Motor vehicle parts and accessories retail","1002","Use CCTV systems"
"1000260","Motor vehicle maintenance and repair","273","Carry out processes causing emissions to air"
"1000260","Motor vehicle maintenance and repair","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000262","Motor vehicle fuel retail","1157","Sell cigarettes and other tobacco products"
"1000262","Motor vehicle fuel retail","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000262","Motor vehicle fuel retail","1000","Play background music in your premises"
"1000265","Beauty and toilet products retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000265","Beauty and toilet products retail","1000","Play background music in your premises"
"1000270","Stationery retail","1002","Use CCTV systems"
"1000271","Greeting card, gift and party goods retail","46","Store and sell fireworks"
"1000272","Flower retail","162","Run a market stall"
"1000275","Engraving services","1002","Use CCTV systems"
"1000277","Bicycle and bicycle parts retail","241","Put an advertising board on the pavement or verge"
"1000277","Bicycle and bicycle parts retail","1000","Play background music in your premises"
"1000279","Saddlery and tack retail and repair","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000280","Guns and ammunition retail","1000","Play background music in your premises"
"1000281","Musical instrument retail and repair","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000281","Musical instrument retail and repair","1003","Offer credit to your customers"
"1000283","Video, DVD and computer game rental","1002","Use CCTV systems"
"1000284","Camping and outdoor equipment retail","162","Run a market stall"
"1000284","Camping and outdoor equipment retail","70","Operate a goods vehicle"
"1000285","Pets and pet supplies retail","337","Employ young people aged 13 - 16"
"1000286","Party supplies hire","1091","Distribute free printed material"
"1000289","Art and craft supplies retail","1002","Use CCTV systems"
"1000289","Art and craft supplies retail","1000","Play background music in your premises"
"1000290","Antiques retail","310","Export antiques, works of art or other cultural goods"
"1000292","Second-hand goods retail","198","Manufacture, sell, repair or test shotguns, firearms or ammunition"
"1000299","Travel agency services","401","Holding indoor or outdoor events where an entrance fee is payable"
"1000299","Travel agency services","266","Make copies of newspaper cuttings for business use"
"1000299","Travel agency services","1002","Use CCTV systems"
"1000300","Tour operator services","31","Exhibit films, videos or DVDs"
"1000313","Accountancy","402","Undertake regulated audits and other financial services"
"1000313","Accountancy","266","Make copies of newspaper cuttings for business use"
"1000314","Financial leasing","1091","Distribute free printed material"
"1000317","Life insurance broking","1025","Operate a business subject to money laundering requirements"
"1000324","Financial consultancy","402","Undertake regulated audits and other financial services"
"1000324","Financial consultancy","1001","Process personal information about any individuals including customers, employees etc"
